program_id,program_name,university,region,skill_name,coverage_score
P0015,BSc Data Science,Ardhi University,Tanzania,Communication,0.54
P0015,BSc Data Science,Ardhi University,Tanzania,Data Ethics,0.59
P0015,BSc Data Science,Ardhi University,Tanzania,Model Deployment,0.71
P0015,BSc Data Science,Ardhi University,Tanzania,Cloud Computing,0.58
P0015,BSc Data Science,Ardhi University,Tanzania,Linear Algebra,0.54
P0015,BSc Data Science,Ardhi University,Tanzania,Optimization,0.68
P0015,BSc Data Science,Ardhi University,Tanzania,Data Storytelling,0.63
P0015,BSc Data Science,Ardhi University,Tanzania,Exploratory Data Analysis,0.57
P0015,BSc Data Science,Ardhi University,Tanzania,Excel,0.74
P0015,BSc Data Science,Ardhi University,Tanzania,Power BI,0.71
P0015,BSc Data Science,Ardhi University,Tanzania,Tableau,0.71
P0015,BSc Data Science,Ardhi University,Tanzania,Database Design,0.47
P0015,BSc Data Science,Ardhi University,Tanzania,Data Interpretation,0.72
P0015,BSc Data Science,Ardhi University,Tanzania,Reporting,0.72
P0015,BSc Data Science,Ardhi University,Tanzania,Descriptive Statistics,0.76
P0015,BSc Data Science,Ardhi University,Tanzania,Business Understanding,0.49
P0015,BSc Data Science,Ardhi University,Tanzania,Data Querying,0.53
P0015,BSc Data Science,Ardhi University,Tanzania,Problem Solving,0.74
P0015,BSc Data Science,Ardhi University,Tanzania,Dashboard Design,0.53
P0015,BSc Data Science,Ardhi University,Tanzania,Neural Networks,0.59
P0015,BSc Data Science,Ardhi University,Tanzania,Natural Language Processing,0.67
P0015,BSc Data Science,Ardhi University,Tanzania,Computer Vision,0.52
P0015,BSc Data Science,Ardhi University,Tanzania,Cloud ML Services,0.55
P0015,BSc Data Science,Ardhi University,Tanzania,TensorFlow,0.55
P0015,BSc Data Science,Ardhi University,Tanzania,PyTorch,0.72
P0015,BSc Data Science,Ardhi University,Tanzania,Data Engineering,0.66
P0015,BSc Data Science,Ardhi University,Tanzania,Optimization Techniques,0.67
P0015,BSc Data Science,Ardhi University,Tanzania,APIs,0.71
P0015,BSc Data Science,Ardhi University,Tanzania,Research Skills,0.54
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Python,0.88
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Statistics,0.88
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Machine Learning,0.82
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Cleaning,0.79
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Visualization,0.73
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,SQL,0.7
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Deep Learning,0.75
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Feature Engineering,0.77
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Model Evaluation,0.72
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Wrangling,0.84
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Probability Theory,0.7
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Big Data Tools,0.75
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Experiment Design,0.86
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Communication,0.67
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Ethics,0.68
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Model Deployment,0.84
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Cloud Computing,0.77
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Linear Algebra,0.85
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Optimization,0.76
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Storytelling,0.82
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Exploratory Data Analysis,0.67
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Excel,0.85
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Power BI,0.79
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Tableau,0.69
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Database Design,0.84
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Interpretation,0.8
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Reporting,0.66
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Descriptive Statistics,0.82
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Business Understanding,0.68
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Querying,0.78
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Problem Solving,0.81
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Dashboard Design,0.68
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Neural Networks,0.76
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Natural Language Processing,0.88
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Computer Vision,0.86
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Cloud ML Services,0.86
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,TensorFlow,0.72
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,PyTorch,0.68
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Data Engineering,0.7
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Optimization Techniques,0.81
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,APIs,0.83
P0016,BSc Data Science,Carnegie Mellon University Rwanda,Rwanda,Research Skills,0.79
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Network Security,0.6
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Penetration Testing,0.54
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Cryptography,0.56
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Ethical Hacking,0.75
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Firewalls,0.57
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Intrusion Detection,0.53
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Risk Assessment,0.72
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Security Auditing,0.49
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Incident Response,0.64
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Operating Systems,0.56
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Networking,0.6
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Scripting,0.76
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Security Policies,0.51
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Cloud Security,0.49
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Vulnerability Assessment,0.53
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Malware Analysis,0.55
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Compliance Standards,0.56
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Encryption Techniques,0.75
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,Threat Modeling,0.55
P0017,BSc Cybersecurity,Uganda Christian University,Uganda,SIEM Tools,0.61
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Network Security,0.81
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Penetration Testing,0.73
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Cryptography,0.73
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Ethical Hacking,0.87
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Firewalls,0.73
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Intrusion Detection,0.79
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Risk Assessment,0.7
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Security Auditing,0.85
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Incident Response,0.8
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Operating Systems,0.83
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Networking,0.88
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Scripting,0.66
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Security Policies,0.7
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Cloud Security,0.71
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Vulnerability Assessment,0.76
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Malware Analysis,0.88
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Compliance Standards,0.67
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Encryption Techniques,0.89
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,Threat Modeling,0.88
P0018,BSc Cybersecurity,Nelson Mandela African Institution of Science and Technology,Tanzania,SIEM Tools,0.71
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Network Security,0.72
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Penetration Testing,0.7
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Cryptography,0.81
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Ethical Hacking,0.77
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Firewalls,0.57
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Intrusion Detection,0.76
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Risk Assessment,0.74
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Security Auditing,0.64
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Incident Response,0.71
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Operating Systems,0.79
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Networking,0.52
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Scripting,0.75
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Security Policies,0.71
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Cloud Security,0.8
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Vulnerability Assessment,0.81
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Malware Analysis,0.67
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Compliance Standards,0.69
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Encryption Techniques,0.6
P0019,BSc Cybersecurity,University of Kigali,Rwanda,Threat Modeling,0.77
P0019,BSc Cybersecurity,University of Kigali,Rwanda,SIEM Tools,0.51
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Python,0.71
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Machine Learning,0.74
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Deep Learning,0.83
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Neural Networks,0.72
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Natural Language Processing,0.83
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Computer Vision,0.74
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Model Deployment,0.72
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Cloud ML Services,0.74
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,TensorFlow,0.73
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,PyTorch,0.8
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Engineering,0.69
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Model Evaluation,0.75
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Feature Engineering,0.76
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Optimization Techniques,0.84
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Linear Algebra,0.74
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Probability Theory,0.8
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Big Data Tools,0.81
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,APIs,0.87
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Research Skills,0.69
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Problem Solving,0.74
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Statistics,0.69
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Cleaning,0.78
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Visualization,0.8
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,SQL,0.72
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Wrangling,0.74
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Experiment Design,0.71
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Communication,0.76
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Ethics,0.7
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Cloud Computing,0.65
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Optimization,0.78
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Storytelling,0.67
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Machine Learning Algorithms,0.77
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Scikit-learn,0.75
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Data Pipelines,0.67
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Cloud Platforms,0.66
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Model Monitoring,0.86
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Version Control,0.69
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Testing,0.76
P0020,BSc Artificial Intelligence,University of Dar es Salaam,Tanzania,Automation,0.67
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Python,0.74
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Machine Learning,0.76
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Deep Learning,0.76
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Neural Networks,0.71
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Natural Language Processing,0.81
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Computer Vision,0.67
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Model Deployment,0.6
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Cloud ML Services,0.54
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,TensorFlow,0.81
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,PyTorch,0.72
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Engineering,0.62
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Model Evaluation,0.52
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Feature Engineering,0.6
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Optimization Techniques,0.7
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Linear Algebra,0.58
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Probability Theory,0.76
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Big Data Tools,0.57
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,APIs,0.55
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Research Skills,0.7
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Problem Solving,0.51
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Statistics,0.55
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Cleaning,0.77
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Visualization,0.53
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,SQL,0.55
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Wrangling,0.52
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Experiment Design,0.52
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Communication,0.73
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Ethics,0.74
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Cloud Computing,0.78
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Optimization,0.53
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Storytelling,0.51
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Machine Learning Algorithms,0.8
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Scikit-learn,0.63
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Data Pipelines,0.68
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Cloud Platforms,0.64
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Model Monitoring,0.51
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Version Control,0.63
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Testing,0.75
P0021,BSc Artificial Intelligence,Kyambogo University,Uganda,Automation,0.72
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Python,0.75
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Machine Learning,0.61
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Deep Learning,0.5
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Neural Networks,0.78
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Natural Language Processing,0.79
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Computer Vision,0.73
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Model Deployment,0.77
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Cloud ML Services,0.77
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,TensorFlow,0.55
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,PyTorch,0.69
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Engineering,0.58
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Model Evaluation,0.56
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Feature Engineering,0.53
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Optimization Techniques,0.69
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Linear Algebra,0.72
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Probability Theory,0.53
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Big Data Tools,0.58
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,APIs,0.69
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Research Skills,0.52
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Problem Solving,0.51
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Statistics,0.58
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Cleaning,0.71
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Visualization,0.75
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,SQL,0.51
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Wrangling,0.78
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Experiment Design,0.54
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Communication,0.71
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Ethics,0.64
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Cloud Computing,0.52
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Optimization,0.61
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Storytelling,0.7
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Machine Learning Algorithms,0.65
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Scikit-learn,0.78
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Data Pipelines,0.76
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Cloud Platforms,0.58
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Model Monitoring,0.71
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Version Control,0.65
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Testing,0.71
P0022,BSc Artificial Intelligence,Uganda Martyrs University,Uganda,Automation,0.68
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Python,0.81
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Machine Learning,0.83
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Deep Learning,0.69
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Neural Networks,0.7
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Natural Language Processing,0.71
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Computer Vision,0.7
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Model Deployment,0.71
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Cloud ML Services,0.72
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,TensorFlow,0.69
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,PyTorch,0.74
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Engineering,0.87
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Model Evaluation,0.68
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Feature Engineering,0.76
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Optimization Techniques,0.83
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Linear Algebra,0.89
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Probability Theory,0.88
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Big Data Tools,0.68
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,APIs,0.69
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Research Skills,0.76
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Problem Solving,0.86
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Statistics,0.73
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Cleaning,0.85
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Visualization,0.77
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,SQL,0.76
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Wrangling,0.85
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Experiment Design,0.83
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Communication,0.83
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Ethics,0.79
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Cloud Computing,0.67
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Optimization,0.78
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Storytelling,0.66
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Machine Learning Algorithms,0.83
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Scikit-learn,0.69
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Data Pipelines,0.71
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Cloud Platforms,0.79
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Model Monitoring,0.84
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Version Control,0.7
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Testing,0.73
P0023,BSc Artificial Intelligence,Carnegie Mellon University Rwanda,Rwanda,Automation,0.7
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Python,0.8
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Machine Learning,0.74
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Deep Learning,0.85
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Neural Networks,0.8
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Natural Language Processing,0.76
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Computer Vision,0.81
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Model Deployment,0.88
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Cloud ML Services,0.83
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,TensorFlow,0.72
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,PyTorch,0.8
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Data Engineering,0.83
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Model Evaluation,0.68
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Feature Engineering,0.78
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Optimization Techniques,0.78
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Linear Algebra,0.88
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Probability Theory,0.75
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Big Data Tools,0.85
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,APIs,0.81
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Research Skills,0.88
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Problem Solving,0.82
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Statistics,0.84
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Data Cleaning,0.7
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Data Visualization,0.74
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,SQL,0.72
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Data Wrangling,0.83
P0024,BSc Artificial Intelligence,Nelson Mandela African Institution of Science and Technology,Tanzania,Experiment Design,0.67
